x,y,theta,dir
7.81807756986011,5.32489688434181,2.42792902386178,1
7.74285471278137,5.39124360311623,2.40969215796674,1
7.66885425343358,5.45895104240864,2.3914552920717,1
7.59610080244996,5.52799668448106,2.37321842617666,1
7.52461855574107,5.59835756654396,2.35498156028162,1
7.45443128644794,5.67001028839312,2.33674469438658,1
7.3855623370357,5.74293102019192,2.31850782849154,1
7.31803461153045,5.81709551039652,2.3002709625965,1
7.25187056790205,5.89247909382128,2.28203409670146,1
7.18709221059512,5.96905669984181,2.26379723080642,1
7.12372108321096,6.04680286073275,2.24556036491138,1
7.06177826134269,6.12569172013771,2.22732349901634,1
7.0012843455661,6.20569704166842,2.2090866331213,1
6.94225945458834,6.28679221763028,2.19084976722626,1
6.88472321855708,6.36895027787134,2.17261290133122,1
6.82869477253193,6.45214389875194,2.15437603543618,1
6.77419275012067,6.53634541223182,2.13613916954114,1
6.72123527728217,6.62152681507176,2.1179023036461,1
6.70921009030377,6.6413624065545,2.11368484050642,1
6.74858021430933,6.57506503496223,2.09966543775106,-1
6.79839627069153,6.4880091572414,2.08142857185602,-1
6.84661650494382,6.40005931740145,2.06319170596098,-1
6.89322488026713,6.31124476527771,2.04495484006594,-1
6.93820589592483,6.22159503828637,2.0267179741709,-1
6.98154459239792,6.13113995160114,2.00848110827586,-1
7.02322655636015,6.03990958823745,1.99024424238082,-1
7.06323792547153,5.94793428904766,1.97200737648578,-1
7.10156539298859,5.85524464263044,1.95377051059074,-1
7.13819621218983,5.76187147515785,1.9355336446957,-1
7.17311820061499,5.66784584012329,1.91729677880066,-1
7.20631974411659,5.57319900801396,1.89905991290562,-1
7.23778980072251,5.47796245591111,1.88082304701058,-1
7.26751790430824,5.38216785702153,1.86258618111554,-1
7.29549416807768,5.28584707014392,1.8443493152205,-1
7.32170928785119,5.18903212907344,1.82611244932546,-1
7.34615454515997,5.09175523194814,1.80787558343042,-1
7.36882181014552,4.99404873054064,1.78963871753538,-1
7.38970354426351,4.89594511949882,1.77140185164034,-1
7.40879280279084,4.79747702553891,1.7531649857453,-1
7.42608323713529,4.69867719659473,1.73492811985026,-1
7.44156909694691,4.59957849092652,1.71669125395522,-1
7.45524523203043,4.50021386619319,1.69845438806018,-1
7.46710709405808,4.4006163684914,1.68021752216514,-1
7.47715073808223,4.30081912136537,1.6619806562701,-1
7.48537282384743,4.20085531479074,1.64374379037506,-1
7.49177061690123,4.10075819413655,1.62550692448002,-1
7.4963419895036,4.00056104910861,1.60727005858498,-1
7.49908542133461,3.90029720267827,1.58903319268994,-1
7.5,3.8,1.5707963267949,-1
